"R0000100","R0000500","R0000300","R0000400","R0410300","R0410100","R0410200","R0000900","R0001000","R0219114","R0006200","R0006300","R0007400","R0007500"
433,1958,7,16,1964,2,24,299,-4,35,54,37,16,26
434,1961,5,2,1957,12,-5,228,77,39,28,-2,19,8
435,1958,7,13,1962,-5,17,687,45,13,-3,41,66,5
436,1961,1,-3,-5,8,4,276,70,50,79,-4,15,-3
437,1957,12,-2,1963,1,19,561,26,14,-3,-2,6,14
438,1960,9,6,1957,4,13,460,42,-3,45,35,-2,34
439,1961,6,16,1962,-5,-5,657,25,20,66,36,42,50
440,1961,2,-2,-5,2,16,511,71,-3,10,13,-4,39
441,1961,5,24,1964,4,13,615,47,7,34,37,5,3
442,1963,7,19,1962,-5,22,636,30,17,22,-2,69,44
443,1958,9,18,-5,-5,1,141,-3,-4,34,33,72,-2
444,1964,2,14,1959,4,-5,170,67,28,9,-4,41,16
445,1957,6,-2,1957,8,21,252,9,-3,23,8,73,12
446,1959,12,5,1958,9,1,751,10,17,68,48,67,29
447,1961,8,15,1960,1,10,229,5,-3,32,35,69,4
448,1964,7,11,-5,-5,3,257,76,23,3,15,26,23
449,1964,10,26,1962,-5,-5,15,45,13,6,-4,40,9
450,1962,3,30,-5,3,17,-1,16,24,44,37,32,44
451,1961,3,17,-5,11,29,57,47,17,11,11,51,26
452,1960,9,-3,1962,-5,29,334,54,-3,21,28,8,2
453,1959,10,18,1961,7,14,650,15,6,-3,41,-2,22
454,1960,8,-3,1958,-5,21,255,74,4,7,45,10,11
455,1963,11,6,1963,-5,9,-2,13,-3,57,38,-3,12
456,1957,7,14,1960,8,29,266,9,46,-2,28,19,5
457,1957,6,-3,-5,-5,8,206,36,50,32,19,18,1
458,1964,5,-3,1963,8,-5,498,46,-3,1,25,61,37
459,1962,4,11,-5,8,18,-2,5,49,2,41,70,26
460,1958,10,24,1961,11,-5,408,39,34,26,-2,-2,-3
461,1963,7,-2,1957,11,27,-2,-3,4,36,-2,35,32
462,1957,9,5,-5,6,24,275,52,-3,58,39,28,14
463,1960,8,28,1957,3,22,833,-1,4,22,16,-3,7
464,1958,4,7,1963,11,21,346,57,40,-3,48,-3,35
465,1959,3,2,1964,10,30,99,25,20,-2,28,46,-2
466,1958,12,-2,-5,1,30,187,21,29,73,9,33,21
467,1964,4,14,-5,1,27,512,17,-4,28,-4,34,36
468,1957,10,6,1961,1,-5,620,28,46,16,4,58,28
469,1959,5,31,-5,6,9,-3,42,46,27,-3,42,36
470,1962,4,21,1963,6,11,223,-1,20,19,40,-3,49
471,1961,10,21,1960,2,10,-4,15,34,2,34,-2,-4
472,1962,7,11,-5,-5,2,171,-2,-4,-2,-4,-2,-3
473,1958,5,31,1962,-5,9,521,22,46,-2,47,58,45
474,1960,1,27,1960,2,16,-3,42,28,77,31,39,34
475,1964,9,29,1960,5,-5,498,25,44,56,48,66,15
476,1957,3,16,-5,5,26,-1,75,26,-2,33,14,-3
477,1961,4,21,1961,10,-5,447,27,-3,-1,32,74,-4
478,1964,2,-3,-5,12,16,-1,51,-3,63,2,6,-2
479,1961,11,11,1961,2,17,559,47,45,61,39,10,47
480,1958,6,8,1958,10,-5,15,35,-4,-4,50,-3,28
481,1957,4,10,1961,7,11,-4,25,44,-1,30,39,15
482,1962,5,-2,1960,3,22,-3,-4,11,-3,-3,28,4
483,1961,8,15,1961,2,3,534,59,27,36,6,11,-2
484,1958,7,6,-5,-5,20,482,69,46,7,10,-2,12
485,1962,11,-3,1961,9,4,674,6,49,53,25,52,-3
486,1959,6,9,1959,7,30,434,31,25,57,-4,-2,9
487,1961,4,28,1958,2,7,282,-1,2,64,43,43,4
488,1960,6,7,1963,-5,10,-1,5,21,54,23,64,45
489,1959,4,2,1958,-5,3,361,-2,14,14,50,24,-4
490,1964,11,9,1958,-5,15,478,-3,37,-1,35,43,41
491,1957,11,9,-5,10,2,598,22,50,14,-3,15,7
492,1957,9,-2,1963,1,26,585,32,11,31,14,36,45
493,1961,7,9,1960,10,5,500,55,36,44,6,23,46
494,1962,9,24,1958,8,27,754,-4,9,42,-3,67,23
495,1963,11,-2,1964,6,-5,-2,-3,-4,1,10,74,35
496,1958,12,28,1960,9,23,381,28,41,8,38,57,27
497,1959,8,3,1964,2,-5,512,-4,-3,1,2,15,22
498,1963,2,16,1957,9,6,598,-4,-3,10,17,54,47
499,1959,9,22,1960,7,-5,227,-1,6,32,42,-4,-4
500,1963,6,6,1958,1,15,27,78,27,69,-4,-4,40
501,1957,3,18,1959,10,16,799,7,8,70,-3,10,38
502,1960,10,15,1961,2,10,493,-3,18,73,44,74,16
503,1959,5,12,-5,6,21,364,40,-3,-2,22,-2,-4
504,1964,5,17,1964,5,-5,160,1,34,-2,-2,29,39
505,1958,8,18,1963,6,2,505,71,21,-1,29,36,5
506,1964,7,27,1960,10,-5,495,73,-4,55,35,33,23
507,1964,5,20,1957,2,15,-4,-1,-3,12,43,76,-4
508,1958,10,5,1960,9,29,582,67,-3,-1,45,64,-2
509,1964,11,24,1962,8,5,143,-4,-4,9,-4,73,33
510,1963,5,22,-5,-5,-5,480,19,42,76,-3,52,34
511,1962,5,21,-5,9,2,568,49,46,-3,10,1,39
512,1964,5,20,1964,-5,11,816,-2,46,32,-3,-2,-3
513,1964,5,8,1957,12,7,-2,8,45,15,28,46,47
514,1960,7,22,1958,12,1,261,58,43,73,5,54,19
515,1959,11,16,1961,8,14,55,58,-3,46,43,3,6
516,1963,7,23,1961,3,30,287,5,7,25,-3,12,40
517,1957,9,16,1960,11,27,716,-4,50,31,-2,33,20
518,1962,12,2,-5,-5,29,134,44,48,47,9,17,33
519,1959,7,3,-5,7,-5,-2,-3,1,26,16,-4,33
520,1964,3,-3,1964,2,1,457,60,26,51,46,-3,-2
521,1959,2,-2,-5,11,-5,526,42,39,57,40,70,39
522,1959,2,3,1964,-5,14,-3,69,25,19,3,4,7
523,1957,1,23,1961,-5,26,135,2,20,50,34,-3,-3
524,1964,9,24,1959,-5,11,147,-4,43,57,39,53,40
525,1958,7,-3,1963,-5,13,-3,75,47,43,47,20,9
526,1959,3,13,1958,1,20,175,8,38,-4,-2,-2,6
527,1959,9,24,1958,6,9,384,2,33,-4,40,21,11
528,1958,10,6,1958,2,-5,767,74,-4,35,5,-3,41
529,1963,12,17,-5,12,7,726,24,20,75,1,-3,20
530,1960,2,23,-5,12,14,129,-4,46,21,39,32,6
531,1957,5,31,-5,-5,1,27,-4,31,73,13,50,45
532,1957,8,-2,1959,11,16,-2,55,19,-4,-4,24,26
533,1958,1,3,1958,7,14,-3,-4,30,-4,28,21,38
534,1963,1,5,1958,6,15,-3,-3,-4,59,42,62,28
535,1963,12,5,-5,4,19,811,63,17,70,-2,33,21
536,1958,7,-2,1963,5,-5,547,-3,31,25,12,21,21
537,1962,12,13,1963,8,-5,384,66,35,69,9,19,19
538,1964,2,23,-5,4,-5,-2,-1,47,54,21,17,-3
539,1958,6,6,-5,10,-5,-2,-4,-3,47,35,-3,-4
540,1963,4,25,-5,7,19,-1,47,9,66,44,67,23
541,1960,5,17,1960,2,16,125,43,23,12,45,36,40
542,1960,1,10,-5,10,25,-3,52,29,-3,8,58,31
543,1957,12,-2,1959,9,5,428,35,26,27,27,-2,25
544,1962,10,28,1963,6,-5,-2,57,25,6,21,32,50
545,1960,4,14,-5,3,28,540,13,45,-2,-2,61,49
546,1962,6,-2,1961,-5,31,309,34,26,39,4,-4,45
547,1957,3,10,1961,5,5,34,74,28,8,42,17,38
548,1963,11,28,-5,3,26,739,29,8,-4,19,-3,5
549,1964,11,30,1963,7,-5,340,58,-4,-2,-2,8,34
550,1957,11,18,1963,3,16,36,1,9,70,44,66,17
551,1957,6,24,-5,-5,16,193,28,13,21,35,21,11
552,1961,12,10,1958,-5,-5,802,8,20,71,1,78,11
553,1959,7,30,1964,-5,1,134,-1,10,7,31,45,19
554,1957,12,26,1957,11,20,452,-2,-4,47,24,21,18
555,1958,4,5,1964,-5,13,348,-3,-3,-1,-4,6,34
556,1960,10,-2,1962,2,26,180,17,26,78,42,23,3
557,1962,1,4,-5,5,6,642,50,6,34,-3,20,12
558,1963,3,7,1963,1,4,-4,71,10,-2,34,-4,21
559,1961,7,27,-5,-5,-5,69,60,28,47,23,-2,23
560,1963,8,25,1959,9,23,125,50,38,19,25,2,17
561,1963,4,7,-5,3,4,287,52,14,68,-2,40,41
562,1964,3,-3,1957,4,11,714,27,13,8,36,70,-3
563,1963,4,2,1957,2,7,592,-4,30,62,6,15,25
564,1960,12,17,1958,4,28,22,-4,-3,10,19,61,15
565,1958,3,4,1961,3,26,196,-3,7,44,25,-4,-2
566,1963,1,5,1962,7,11,-4,-1,18,62,21,63,36
567,1959,6,11,1957,11,11,377,70,40,28,24,-2,-2
568,1957,7,12,1963,1,7,809,73,18,46,42,44,21
569,1957,12,1,1963,5,-5,687,40,-3,-1,37,55,8
570,1961,5,-3,1963,7,13,353,4,16,77,-3,12,32
571,1958,7,31,-5,5,15,31,25,50,7,17,-4,27
572,1960,5,-2,1957,-5,1,655,25,39,24,9,-3,-2
573,1958,12,4,1959,-5,-5,84,21,14,58,11,53,15
574,1959,3,26,-5,2,26,685,25,14,31,32,8,11
575,1960,3,14,-5,3,30,600,69,-3,38,4,69,4
576,1964,7,8,1958,12,-5,411,-4,43,60,11,-4,11
577,1963,11,-3,1963,4,15,675,-2,50,52,6,19,-2
578,1964,8,-3,1959,9,11,796,18,-3,69,43,40,5
579,1960,10,24,-5,-5,3,-3,-4,30,68,47,58,6
580,1964,11,27,1962,12,7,442,5,19,-2,-2,-4,29
581,1963,8,-3,1957,-5,28,779,76,-4,36,19,59,48
582,1963,4,-3,1963,11,10,212,61,10,18,50,15,43
583,1960,9,-3,1960,6,6,-3,33,6,61,3,63,-3
584,1964,8,26,-5,-5,16,-3,69,46,20,38,45,38
585,1962,2,6,1961,3,15,403,25,49,52,36,38,10
586,1959,2,20,1962,12,24,293,31,36,-2,28,41,-4
587,1963,9,26,1957,-5,4,587,46,-3,22,5,78,34
588,1961,7,22,1960,5,10,547,32,7,51,29,45,-2
589,1960,4,22,1959,3,11,155,45,10,46,32,43,1
590,1959,11,-2,1959,3,24,660,28,43,75,13,33,-4
591,1959,7,-2,1963,-5,20,370,7,46,56,3,71,18
592,1963,9,23,1963,9,14,589,63,31,64,43,35,21
593,1962,5,3,1962,4,19,-4,36,23,69,13,73,40
594,1962,1,20,1960,5,-5,473,61,49,9,20,2,41
595,1960,4,13,1958,2,10,148,52,36,13,42,-3,10
596,1962,6,27,1961,7,-5,228,64,-3,70,46,-3,-2
597,1958,10,17,1964,-5,-5,-1,-1,-4,32,47,11,25
598,1958,1,29,-5,11,-5,-4,-1,36,-3,-2,-2,-4
599,1964,12,29,1961,4,23,602,63,36,65,-2,59,45
600,1961,6,4,-5,12,11,594,65,30,-1,24,53,21
601,1958,1,2,1958,7,-5,126,33,49,18,18,42,-4
602,1958,5,8,1964,2,24,38,55,10,25,8,77,7
603,1957,5,21,1963,12,23,-1,-2,33,21,15,22,42
604,1957,9,26,1963,1,5,-4,11,27,74,22,64,45
605,1961,3,30,1962,11,-5,93,53,25,71,-4,3,45
606,1957,11,7,-5,2,18,138,15,22,53,21,14,33
607,1958,9,28,1961,3,6,71,54,5,26,47,54,36
608,1960,2,-3,1958,2,10,704,47,42,-1,35,52,45
609,1960,4,17,1958,1,-5,740,-3,-3,-4,22,-4,35
610,1963,8,21,1961,1,12,825,39,46,77,22,10,32
611,1963,11,5,1960,6,13,409,-1,47,55,5,10,14
612,1958,5,25,1963,10,24,89,22,50,-2,19,-3,-2
613,1964,9,21,1962,-5,7,364,-3,38,56,39,32,47
614,1957,4,14,1959,1,-5,835,55,17,24,49,20,4
615,1959,7,-3,1963,-5,22,-3,15,36,-3,20,26,21
616,1963,2,-3,1958,9,26,607,-2,1,63,31,8,28
617,1960,4,12,-5,-5,-5,-2,77,26,37,44,58,36
618,1964,1,12,-5,9,15,752,48,22,9,-4,8,11
619,1960,2,22,1964,5,21,264,21,-3,14,31,23,50
620,1963,10,24,1959,-5,14,570,17,11,23,22,-3,8
621,1961,1,4,-5,4,19,727,43,10,62,8,71,14
622,1964,11,-2,1957,8,-5,836,15,6,18,39,36,34
623,1964,2,20,-5,6,12,818,-3,39,70,18,15,44
624,1964,7,6,-5,8,16,322,-2,20,7,-3,66,25
625,1963,11,1,1959,10,-5,27,56,6,14,22,-3,40
626,1958,3,1,1962,3,13,728,10,-3,74,2,1,3
627,1963,7,2,1958,4,3,681,-4,48,23,13,-3,-4
628,1961,12,9,1961,-5,15,238,72,5,-1,5,50,19
629,1958,9,-3,1962,2,21,818,2,45,12,-2,68,29
630,1962,6,23,-5,11,27,56,43,7,38,15,-2,22
631,1959,1,18,-5,1,12,-1,48,11,13,48,23,23
632,1959,3,17,-5,6,10,337,64,-3,11,3,-4,47
633,1959,5,9,1963,7,8,314,25,38,-3,8,53,14
634,1957,5,17,1961,-5,14,-4,-1,9,-2,41,19,8
635,1960,4,10,-5,3,23,671,79,50,30,1,44,-2
636,1957,7,24,1964,2,-5,615,-1,20,77,27,2,12
637,1962,11,2,-5,-5,8,613,74,-3,38,7,-3,37
638,1962,12,28,1958,6,14,790,64,34,-2,22,36,13
639,1964,4,15,1960,-5,23,573,50,17,-3,33,28,24
640,1961,1,11,1964,-5,-5,529,16,23,59,45,-2,-4
641,1963,11,11,1958,2,14,497,-4,-3,-4,24,7,34
642,1958,7,19,1963,5,5,709,59,42,53,13,62,11
643,1963,12,14,1959,6,5,541,56,38,52,23,58,32
644,1957,1,9,1959,2,8,275,41,17,34,13,12,-2
645,1960,4,24,1960,10,21,410,33,37,-4,-2,-2,-2
646,1959,6,11,1964,9,29,533,69,44,48,43,44,-2
647,1962,12,15,-5,-5,22,191,78,11,67,7,14,16
648,1957,5,29,1963,-5,-5,-2,-2,-3,79,44,9,39
649,1964,3,26,1962,12,-5,84,-2,5,37,35,27,-3
650,1958,3,22,1964,3,-5,318,48,41,33,38,46,37
651,1963,11,29,1958,-5,27,-1,11,-4,9,-4,63,-2
652,1964,5,24,1964,7,22,-2,67,41,73,10,60,46
653,1958,10,29,-5,7,19,613,63,-3,-4,3,11,42
654,1959,6,23,-5,8,13,687,54,50,20,-4,39,-3
655,1963,11,-3,1961,10,7,740,64,34,16,35,-2,43
656,1960,5,20,1960,-5,23,90,70,5,6,16,49,6
657,1959,2,10,1957,-5,12,88,30,39,74,8,22,33
658,1963,9,27,-5,-5,13,729,25,-3,-1,1,36,27
659,1960,7,31,1959,11,1,695,-1,18,16,44,64,46
660,1957,11,29,1958,12,8,-1,54,-4,47,24,24,17
661,1959,7,26,-5,4,7,-3,58,24,54,22,6,-2
662,1957,10,18,1957,7,25,304,11,-4,4,16,24,41
663,1960,10,-3,1962,11,8,-2,25,32,28,20,30,14
664,1964,11,20,1962,-5,27,-1,62,-3,57,34,-4,16
665,1959,4,27,-5,5,-5,818,22,26,11,-4,79,45
666,1957,2,2,1961,10,25,466,-2,39,68,4,10,-2
667,1963,7,22,1963,-5,-5,488,30,33,77,35,75,24
668,1960,6,-2,1959,9,14,159,5,18,21,1,32,25
669,1959,5,21,1960,8,19,400,-1,5,20,-4,60,44
670,1957,2,2,1962,4,-5,655,65,19,51,-3,44,1
671,1963,10,-3,1963,-5,-5,62,19,-4,49,38,65,-4
672,1957,1,12,1957,-5,20,271,-2,17,39,14,14,2
673,1962,10,15,1961,10,-5,809,70,32,68,18,67,22
674,1962,3,-3,1963,12,21,-3,-1,36,59,4,38,7
675,1960,12,6,1960,5,10,207,5,18,74,-2,37,11
676,1964,5,-2,1960,7,17,216,59,30,67,36,17,13
677,1964,12,28,1957,7,13,-1,27,3,77,39,42,28
678,1962,10,5,-5,5,-5,384,-2,4,-1,-3,18,-3
679,1963,1,-2,1957,-5,6,394,47,46,28,18,56,2
680,1964,4,4,-5,10,-5,-4,53,38,38,50,51,35
681,1959,11,27,1959,-5,15,249,40,11,66,49,46,23
682,1958,1,17,-5,4,7,447,24,-3,-2,17,68,34
683,1962,7,-3,1964,10,21,35,52,-4,-2,-2,69,43
684,1962,12,20,1963,5,23,-1,31,48,5,7,7,10
685,1958,4,18,1961,-5,3,550,43,-3,40,47,12,43
686,1964,6,13,-5,2,20,-1,21,-4,45,18,-3,37
687,1962,8,20,1960,2,6,810,71,26,62,39,42,-3
688,1964,3,28,1959,10,27,715,39,48,13,-3,53,38
689,1957,10,8,1962,-5,-5,597,59,-4,-1,41,-4,-2
690,1957,5,23,-5,9,24,68,40,28,-2,6,-2,38
691,1961,7,17,-5,1,23,806,57,-4,71,-2,56,35
692,1958,10,26,1958,5,6,281,7,26,-2,23,2,37
693,1963,1,27,-5,4,-5,145,-1,1,5,37,-2,5
694,1959,3,2,1963,-5,15,-3,44,32,74,20,-4,-2
695,1957,1,9,1962,1,27,564,70,20,28,37,-3,26
696,1963,11,15,1963,10,25,250,18,8,76,20,13,30
697,1963,7,2,1958,2,28,-4,74,44,19,40,66,25
698,1963,6,16,1957,10,-5,283,34,47,5,50,78,44
699,1962,2,12,1963,9,28,530,65,16,6,8,33,10
700,1962,3,11,1962,-5,16,517,50,-3,57,37,16,-4
701,1961,8,10,1962,10,-5,-4,3,-3,65,23,24,12
702,1957,7,-3,1964,7,13,820,-1,14,-3,42,-4,23
703,1957,2,16,-5,6,13,424,54,22,28,10,31,-4
704,1962,5,29,1959,7,27,613,-3,30,12,40,5,20
705,1961,12,18,-5,9,25,690,8,2,77,34,57,4
706,1964,3,13,1959,-5,11,668,-1,14,-2,-4,18,12
707,1960,7,27,1958,-5,25,-3,-4,16,55,31,46,31
708,1958,3,19,1958,6,28,337,8,-3,44,22,-4,-2
709,1964,1,4,1959,-5,1,513,57,14,26,-2,15,-2
710,1958,5,12,-5,10,2,-1,52,29,45,1,-2,26
711,1961,7,-3,1962,6,28,29,59,-4,-3,6,-2,40
712,1958,3,14,-5,-5,-5,70,58,9,24,8,49,2
713,1962,2,7,1963,11,30,169,14,30,59,29,23,21
714,1961,9,-2,1961,3,-5,643,6,-3,75,44,32,13
715,1957,8,4,1958,2,16,581,-1,31,28,6,11,11
716,1960,4,-3,1959,12,15,124,64,45,19,17,48,3
717,1960,3,20,1959,4,21,276,37,14,40,43,11,-4
718,1958,10,15,1959,10,9,-1,62,28,27,25,34,12
719,1963,2,9,1960,7,1,442,-2,29,-3,14,-3,19
720,1962,3,-3,1959,3,15,-2,77,13,69,26,-4,10
721,1962,12,1,1959,-5,5,-4,74,8,60,-3,43,10
722,1962,6,12,1959,12,23,200,23,31,43,47,67,-2
723,1962,4,-2,1964,11,17,382,72,28,56,7,68,-2
724,1961,2,8,1959,-5,-5,-4,64,23,54,21,73,-2
725,1961,12,9,1960,12,24,294,-3,-3,13,13,-3,18
726,1959,8,10,-5,-5,21,501,6,14,43,-2,76,2
727,1961,5,-3,1960,8,23,224,-2,47,23,10,-4,37
728,1958,7,16,-5,6,-5,69,21,12,19,38,56,-4
729,1961,3,3,-5,2,26,91,35,-3,74,11,27,3
730,1958,8,29,-5,7,-5,160,7,-3,47,35,77,12
731,1961,6,11,1964,3,25,157,54,17,12,-4,-4,28
732,1961,7,-2,-5,7,30,-4,-1,6,59,39,67,49
733,1961,1,14,-5,11,8,-1,30,26,63,40,60,40
734,1958,12,8,1958,10,11,626,71,50,-1,38,32,44
735,1963,5,14,-5,-5,22,829,8,-3,9,39,41,-3
736,1964,10,-2,-5,8,-5,90,17,50,-4,38,67,41
737,1962,5,30,1962,2,10,633,19,15,67,19,63,-2
738,1959,7,1,1964,4,2,148,56,35,33,27,-4,47
739,1962,12,1,1964,12,14,273,26,49,-1,48,76,22
740,1958,3,-3,-5,3,6,758,65,32,59,6,47,12
741,1964,8,17,1964,7,22,244,29,2,55,30,25,14
742,1964,8,16,-5,11,6,581,22,25,52,37,60,32
743,1960,7,28,1959,5,3,-2,31,38,-2,-4,-2,-4
744,1964,2,13,1961,-5,-5,300,25,-4,12,-4,52,21
745,1964,7,29,1958,11,5,298,24,17,74,8,38,20
746,1959,6,-3,1962,-5,11,62,68,2,-3,20,8,-3
747,1961,9,28,1960,8,31,184,-1,8,64,4,68,21
748,1962,10,15,1959,2,11,90,-3,-4,21,-4,50,-2
749,1960,8,8,1959,-5,1,19,64,14,2,-3,56,23
750,1962,8,5,1962,6,3,149,-1,16,-4,43,10,39
751,1960,4,15,1963,-5,3,-2,74,33,56,31,78,-3
752,1957,10,19,-5,-5,-5,536,19,32,41,35,35,5
753,1959,6,24,1959,6,5,392,66,40,64,44,9,-4
754,1960,6,14,1963,8,6,630,65,7,54,-4,23,-4
755,1957,3,31,1963,7,-5,152,53,4,48,-2,51,5
756,1962,4,1,1958,9,7,441,25,6,57,8,36,47
757,1962,4,-2,1960,1,-5,-1,9,19,-1,24,9,-4
758,1959,6,13,-5,3,30,378,53,9,-4,-2,32,-4
759,1959,8,31,1964,12,16,-3,29,20,1,-3,1,38
760,1960,11,19,1961,1,25,180,27,19,53,-2,3,-4
761,1959,2,21,1963,6,16,566,36,39,13,-3,64,20
762,1960,10,6,1958,5,4,1,-1,4,41,31,-4,-4
763,1958,12,17,1957,-5,16,107,-2,4,39,-2,56,30
764,1963,4,-3,1959,1,21,177,57,37,68,35,70,-2
765,1964,1,-3,1958,7,14,43,42,39,45,22,-2,23
766,1962,4,20,-5,-5,-5,761,44,31,-1,1,37,-3
767,1962,5,9,1961,1,10,318,12,15,9,-2,-3,-2
768,1961,2,12,1963,10,17,-3,5,46,24,29,29,37
769,1964,6,26,1964,3,-5,543,-3,31,-2,-2,-3,-4
770,1958,11,-2,1963,2,14,629,2,30,65,37,67,-3
771,1957,4,17,1961,3,-5,115,68,15,21,32,59,-3
772,1959,3,23,1958,4,6,190,63,36,15,5,5,-4
773,1962,3,11,1958,4,3,553,62,9,54,3,7,12
774,1960,11,13,1957,2,15,216,37,-3,35,26,-2,8
775,1960,8,20,1957,-5,6,609,5,-3,18,34,42,-4
776,1961,11,22,1961,5,14,376,40,6,-4,13,34,-3
777,1964,6,26,1964,1,10,-2,76,29,26,43,62,50
778,1958,8,13,1964,6,-5,633,46,29,-1,-4,5,45
779,1957,8,17,1961,-5,1,6,56,26,69,27,29,20
780,1959,6,10,-5,-5,-5,252,14,44,58,-4,47,20
781,1958,4,4,1963,3,1,537,54,-4,48,-3,64,43
782,1959,12,12,1960,9,9,-3,73,37,1,39,7,42
783,1962,6,11,1964,3,28,-1,7,14,77,45,34,-4
784,1958,10,23,-5,-5,25,250,57,33,76,30,64,37
785,1959,9,26,-5,12,27,516,67,-3,39,24,24,9
786,1961,7,8,1958,4,19,647,13,18,29,12,24,45
787,1960,9,13,-5,-5,15,368,22,-4,51,12,71,-3
788,1963,4,29,-5,-5,13,-1,-4,-4,4,27,11,31
789,1960,11,-2,1960,-5,24,375,3,27,78,4,-4,45
790,1962,12,14,1957,8,29,173,-2,49,17,-3,-4,37
791,1962,10,30,-5,3,13,78,8,31,70,34,58,19
792,1957,3,19,1961,12,9,84,74,49,26,-3,-2,25
793,1960,10,25,-5,7,10,452,2,34,44,45,-2,-3
794,1957,12,24,-5,10,12,32,75,12,11,11,-4,30
795,1960,1,-3,1964,-5,3,190,-4,27,68,19,64,28
796,1957,10,-3,-5,9,-5,195,2,40,4,36,-2,43
797,1959,12,-3,1961,12,26,-2,-3,14,-3,-2,40,20
798,1960,10,30,1958,5,1,193,24,-3,-1,26,58,48
799,1964,1,-3,-5,6,2,609,48,33,16,20,35,14
800,1957,7,12,1960,-5,-5,677,20,6,5,45,-4,48
801,1958,6,9,1963,-5,17,28,33,7,41,-2,-3,20
802,1959,4,19,1964,1,20,65,24,31,42,38,23,13
803,1958,12,-3,1960,1,14,-1,-1,27,48,40,31,6
804,1958,1,10,-5,4,11,151,2,-4,15,32,77,21
805,1959,1,16,1963,7,27,104,79,44,17,7,-3,26
806,1962,5,-2,-5,-5,26,-4,21,6,60,13,-4,23
807,1962,10,28,1959,9,14,178,71,33,62,12,68,36
808,1962,7,12,1961,11,7,386,2,16,54,-3,-3,19
809,1961,12,-3,1960,-5,4,152,68,26,-1,19,-4,32
810,1960,8,16,-5,7,19,670,54,9,54,1,66,17
811,1963,4,3,1960,-5,11,85,34,50,11,19,73,5
812,1962,2,5,1960,-5,14,267,43,23,24,7,78,25
813,1962,11,15,1957,11,1,302,11,4,73,25,-4,38
814,1961,9,4,1962,6,17,-1,12,8,11,32,-3,49
815,1960,9,18,-5,12,31,633,-2,21,55,-4,-3,45
816,1957,8,5,-5,5,-5,633,54,20,17,-4,28,15
817,1963,1,6,1963,2,-5,460,31,-4,75,21,18,-3
818,1961,10,2,1961,-5,-5,623,55,10,7,29,64,50
819,1963,1,-3,-5,8,-5,306,50,47,-2,24,57,40
820,1963,11,17,1957,5,14,449,61,-4,42,15,45,6
821,1959,6,16,-5,-5,-5,-1,28,46,75,4,56,12
822,1960,6,1,1957,12,-5,511,-2,14,54,16,14,49
823,1957,9,30,1959,6,3,-1,14,-4,24,8,36,50
824,1961,7,5,-5,6,22,405,-3,18,72,42,60,23
825,1958,5,29,1958,6,26,97,43,46,8,-3,42,29
826,1963,3,18,1964,10,-5,274,68,9,9,26,36,28
827,1964,3,27,1959,11,17,332,59,2,26,50,-4,2
828,1957,8,20,1960,2,19,66,-1,16,13,18,17,15
829,1960,12,15,1961,1,15,819,50,36,61,-4,-4,-3
830,1962,11,25,1959,2,1,726,41,31,68,3,56,-4
831,1958,8,20,-5,6,25,218,48,-3,78,18,60,45
832,1959,5,22,1963,-5,-5,634,40,26,56,40,25,50
833,1963,5,28,1964,2,20,-3,5,47,-3,34,59,18
834,1962,10,21,1960,9,19,340,78,29,35,38,10,-4
835,1958,2,-2,-5,9,18,478,28,12,22,23,-3,48
836,1959,4,-2,1960,7,14,437,74,-3,39,1,17,44
837,1963,2,28,-5,8,-5,-3,39,19,29,-4,-2,-3
838,1961,3,4,1964,1,28,462,9,35,-3,4,41,8
839,1959,9,28,1961,9,-5,114,22,12,15,2,-4,49
840,1963,8,-3,1963,4,4,129,26,-4,57,45,15,31
841,1962,3,14,1963,4,10,578,44,16,-3,44,62,22
842,1957,4,-3,-5,12,7,773,78,48,63,32,46,42
843,1963,9,1,-5,4,14,658,34,31,68,17,4,-3
844,1962,10,12,1962,4,22,450,42,-4,49,6,-2,42
845,1960,7,14,-5,12,21,645,54,49,15,16,14,37
846,1962,11,-2,1961,8,15,-2,62,23,49,49,-3,4
847,1963,2,9,1958,11,8,307,18,34,66,-4,-4,26
848,1961,1,24,1964,5,6,511,70,17,65,44,51,8
849,1964,12,28,1962,12,12,459,-4,4,14,13,5,19
850,1962,3,6,1962,-5,18,698,64,-4,31,28,65,35
851,1957,10,7,1963,4,-5,275,20,34,50,3,44,43
852,1957,6,-3,1958,9,21,548,67,16,-2,39,28,37
853,1959,3,20,1962,8,-5,455,3,9,41,11,-3,32
854,1960,3,-3,1960,-5,20,-4,64,40,35,-2,53,43
855,1963,5,17,1962,-5,2,296,58,-3,77,-3,8,45
856,1961,10,18,1960,12,19,655,71,37,40,40,61,15
857,1957,10,19,1964,4,-5,798,79,33,68,25,5,-2
858,1962,1,28,1959,1,13,552,35,34,67,4,66,32
859,1961,2,22,1961,-5,-5,230,10,24,31,9,1,15
860,1960,4,14,1958,4,24,733,17,1,35,15,7,-3
861,1960,10,11,-5,10,30,793,51,31,39,42,29,39
862,1957,4,24,-5,1,21,679,74,36,-3,32,79,30
863,1957,12,13,1964,3,3,471,1,32,72,15,-4,20
864,1957,3,18,1961,7,16,33,53,12,30,-3,58,50
865,1958,2,23,1957,1,15,-3,-2,49,75,37,41,16
866,1957,8,-2,1959,3,10,128,69,32,50,26,-3,40
867,1958,11,12,1961,-5,-5,521,23,12,47,-2,-3,-4
